Chr	Start	End	Strand	TranscriptId	GeneId	GeneName	RFP.ZT0.R1	RFP.ZT0.R2	RFP.ZT2.R1	RFP.ZT2.R2	RFP.ZT4.R1	RFP.ZT4.R2	RFP.ZT6.R1	RFP.ZT6.R2	RFP.ZT8.R1	RFP.ZT8.R2	RFP.ZT10.R1	RFP.ZT10.R2	RFP.ZT12.R1	RFP.ZT12.R2	RFP.ZT14.R1	RFP.ZT14.R2	RFP.ZT16.R1	RFP.ZT16.R2	RFP.ZT18.R1	RFP.ZT18.R2	RFP.ZT20.R1	RFP.ZT20.R2	RFP.ZT22.R1	RFP.ZT22.R2	RNA.ZT0.R1	RNA.ZT0.R2	RNA.ZT2.R1	RNA.ZT2.R2	RNA.ZT4.R1	RNA.ZT4.R2	RNA.ZT6.R1	RNA.ZT6.R2	RNA.ZT8.R1	RNA.ZT8.R2	RNA.ZT10.R1	RNA.ZT10.R2	RNA.ZT12.R1	RNA.ZT12.R2	RNA.ZT14.R1	RNA.ZT14.R2	RNA.ZT16.R1	RNA.ZT16.R2	RNA.ZT18.R1	RNA.ZT18.R2	RNA.ZT20.R1	RNA.ZT20.R2	RNA.ZT22.R1	RNA.ZT22.R2
chrX	72836965	72868575	-	ENSMUST00000002080	ENSMUSG00000002006	Pdzd4	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.016695	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.024391	0.053972	0.025934	0.033737	0.061706	0.022647	0.044175	0.000000	0.013730	0.103301	0.030443	0.037997	0.000000	0.021872	0.009906	0.020526	0.0	0.021186	0.0	0.006357	0.000000	0.025019	0.043023	0.045305
chrX	72818011	72822531	+	ENSMUST00000002081	ENSMUSG00000002007	Srpk3	0.0	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008768	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000
chr11	78079256	78083014	+	ENSMUST00000002128	ENSMUSG00000002059	Rab34	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.212211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	91033254	91044443	+	ENSMUST00000002172	ENSMUSG00000002103	Acp2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.421571	0.066660	0.000000	0.000000	0.000000	0.227248	0.000000	0.141531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.367722	0.329412
chr7	24161909	24175392	+	ENSMUST00000002284	ENSMUSG00000046223	Plaur	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080047	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000
chr3	104702152	104725558	-	ENSMUST00000002297	ENSMUSG00000002227	Mov10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.201185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.134001	0.000000
chr17	28426752	28447582	+	ENSMUST00000002327	ENSMUSG00000002257	Def6	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.083300	0.000000	0.038572	0.000000	0.000000	0.000000	0.017380	0.029330	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000
chr17	26013923	26016110	-	ENSMUST00000002344	ENSMUSG00000002274	Metrn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr5	8446973	8472680	-	ENSMUST00000002368	ENSMUSG00000002297	Dbf4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.848084	0.000000	0.000000	0.000000	0.058943	0.674651	0.014473	0.000000	0.000000	0.000000	0.000000	0.491554	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr8	70545735	70573523	-	ENSMUST00000002412	ENSMUSG00000002341	Ncan	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.001612	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0
chr17	57082900	57138008	-	ENSMUST00000002444	ENSMUSG00000024206	Rfx2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055069	0.023854	0.000000	0.046305	0.000000	0.000000	0.038947	0.047948	0.040998	0.038253	0.025284	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.015067	0.000000	0.000000	0.090485	0.067389
chr18	10642092	10706706	-	ENSMUST00000002549	ENSMUSG00000002475	Abhd3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.159696	0.000000	0.000000	0.000000
chr12	81620339	81641732	-	ENSMUST00000002756	ENSMUSG00000002679	Med6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.402984	1.444506	0.000000	1.571352	0.000000	2.431764	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.950664	0.000000
chr12	50388014	50695881	-	ENSMUST00000002765	ENSMUSG00000002688	Prkd1	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.024094	0.000000	0.000000	0.000000	0.024287	0.000000	0.000000	0.038761	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.013243
chr17	47022389	47036467	+	ENSMUST00000002840	ENSMUSG00000002763	Pex6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.954949	0.605014	0.000000	0.000000	0.000000	0.660874	0.693472	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.180490	8.198236	9.044162	0.000000	11.711933	5.480011	9.023198	6.917037	6.726034	7.595335	11.432204	9.246630	0.525590	0.529390	3.100510	2.852100	0.118875	4.160875	0.053284	0.983168	0.058993	0.292943	16.579828	13.472614
chr17	46992050	46994037	+	ENSMUST00000002845	ENSMUSG00000002768	Mea1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.038579	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.083431	3.237776	2.253742	0.009695	1.693149	0.125534	1.977193	1.303845	0.025516	0.070983	1.476849	1.192037	0.000000	0.177753	0.020051	0.066822	0.000000	0.041123	0.161888	0.198577	0.000000	0.015061	0.064192	0.102954
chr17	56407591	56416802	-	ENSMUST00000002908	ENSMUSG00000002831	Plin4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005976	0.000000	0.000000	0.000000	0.000000	0.158665	0.000000	0.000000	0.000000	0.000000	0.000000	0.414237	0.000000
chr8	4288829	4297897	+	ENSMUST00000003027	ENSMUSG00000002948	Map2k7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.121857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr7	19430197	19432977	-	ENSMUST00000003066	ENSMUSG00000002985	Apoe	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	357.781860	202.541595	0.000000	414.091187	241.352615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	738.851990
chr10	79951637	79966516	+	ENSMUST00000003152	ENSMUSG00000003068	Stk11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.799423	5.417492	0.000000	8.383974	9.294871	0.846981	7.173466	5.703608	0.002557	9.946366	5.673472	0.002932	0.000000	0.000000	1.733641	0.000000	0.093620	0.000000	0.000000	0.000000	0.000000	0.000000	12.357362	8.324130
chr10	80015316	80025844	+	ENSMUST00000003154	ENSMUSG00000003070	Efna2	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.017260	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.026163	0.026775
chr17	79256834	79320735	-	ENSMUST00000003191	ENSMUSG00000024070	Prkd3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008359	9.090428	0.000000	0.000000	0.000074	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr11	98094140	98137530	+	ENSMUST00000003203	ENSMUSG00000003119	Cdk12	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.179440	0.000000	0.049152	0.196834	0.037916	0.180179	0.000000	0.000000	0.008786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027570	2.730129
chr1	39574883	39585954	+	ENSMUST00000003219	ENSMUSG00000003135	Cnot11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.409992
chr10	58436611	58511476	-	ENSMUST00000003312	ENSMUSG00000003227	Edar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.016581	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000
chr10	80501166	80507810	-	ENSMUST00000003433	ENSMUSG00000020190	Mknk2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.783821	0.000000	0.000000	0.000000	7.862249	0.000000	5.078763	5.181866	6.276494	9.701494	10.951417	11.047648	6.115766	4.919600	0.000000	0.000000	0.000000	4.202972	0.000000	0.000000	0.000000	0.000000	10.925640	11.691706
chr10	80419488	80426175	-	ENSMUST00000003436	ENSMUSG00000003346	Abhd17a	0.000000	0.000000	0.000000	6.514003	5.125911	0.000000	0.000000	0.000000	6.062749	5.496716	0.000000	4.604626	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.915408	0.000000	10.987088	11.469376	5.829830	12.667091	12.768326	7.801716	8.744060	7.746150	10.342480	12.011455	12.681930	10.538979	7.275411	4.898901	2.990745	3.202588	3.116406	4.596538	1.198075	1.101178	1.436408	6.048908	18.523125	15.322400
chr15	98532648	98542410	+	ENSMUST00000003442	ENSMUSG00000003352	Cacnb3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.024952	0.019673	0.036773	0.028034	0.019519	0.000000	0.000000	0.027361	0.022032	0.027506	0.000000	0.000000	0.018507	0.000000	0.000000	0.000000	0.000000	0.000000	0.019004	0.009230	0.000000	0.025628	0.044689
chr7	28014319	28038144	-	ENSMUST00000003527	ENSMUSG00000003435	Supt5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010286	0.000000	0.096409	0.042310	0.000000	0.027765	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.050361	3.205706
chr1	171893580	171910362	-	ENSMUST00000003550	ENSMUSG00000003458	Ncstn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.723928	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.440865	0.000000	7.195991	7.314625	10.207925	0.000000	0.000000	7.299609	7.727576	11.147240	8.960611	9.027357	5.768164	4.463384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.802148	11.974340
chr14	70694916	70706272	+	ENSMUST00000003561	ENSMUSG00000003469	Phyhip	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.017315	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.025131
chr6	55067034	55109999	-	ENSMUST00000003568	ENSMUSG00000003476	Crhr2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.020886	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.038021	0.035210
chr7	19036621	19043976	-	ENSMUST00000003640	ENSMUSG00000003545	Fosb	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.016253	0.000000	0.000000	0.000000	0.000000	0.016660	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.007244	0.000000
chr3	20011233	20063309	+	ENSMUST00000003714	ENSMUSG00000003617	Cp	0.000000	0.017919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014218	0.007520	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176819	0.112006	0.121863	0.112610	0.183507	0.090503	0.152892	0.104830	0.144260	0.226945	0.126895	0.147544	0.070530	0.101262	0.043568	0.079014	0.064603	0.059590	0.009048	0.009069	0.016717	0.124998	0.210454	0.145989
chr17	18063585	18075450	-	ENSMUST00000003762	ENSMUSG00000003665	Has1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.039200	0.0
chr19	8751893	8761363	-	ENSMUST00000003777	ENSMUSG00000003680	Taf6l	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.030901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018339
chr4	129541277	129556272	-	ENSMUST00000003828	ENSMUSG00000003731	Kpna6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.027400	0.000000	0.000000	0.000000	0.000000	0.000000	0.011886	0.005091	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008370	0.000000	0.000000	0.000000	0.000000	0.000000
chr4	116163959	116321119	-	ENSMUST00000003908	ENSMUSG00000003810	Mast2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.492308	0.000000	0.000000	0.000000	0.894839	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.198734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr15	76788278	76790514	+	ENSMUST00000004072	ENSMUSG00000003970	Rpl8	0.000000	0.000000	0.000000	1.278450	0.000000	1.515990	25.913532	4.222222	0.000000	0.000000	13.909544	0.953756	0.000000	9.173627	0.869021	7.649548	0.806940	0.000000	0.000000	0.000000	1.225211	0.000000	0.000000	1.069304	151.072922	141.993332	98.440369	145.996475	144.792618	90.402176	97.141693	93.021774	108.330406	148.364853	133.496185	133.606384	74.790161	62.479294	41.577183	37.993797	43.628601	60.155212	15.891051	16.439270	17.052973	71.088264	244.656570	209.669022
chr13	91609169	91851548	+	ENSMUST00000004094	ENSMUSG00000003992	Ssbp2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090265	0.036424	0.019612	0.095526	0.124744	0.031956	0.134280	0.073504	0.068729	0.050772	0.100452	0.089257	0.030621	0.052728	0.000000	0.032108	0.038462	0.000000	0.000000	0.000000	0.021908	0.066167	0.222009	0.206673
chr9	20681346	20726363	-	ENSMUST00000004201	ENSMUSG00000004098	Col5a3	0.000000	0.039056	0.098007	0.028544	0.021598	0.000000	0.083354	0.087640	0.000000	0.043945	0.000000	0.092648	0.047122	0.000000	0.000000	0.000000	0.000000	0.021946	0.000000	0.000000	0.000000	0.000000	0.243731	0.016213	0.462688	0.379252	0.260490	0.297012	1.140950	0.322306	0.670407	0.318955	0.130967	0.438916	0.300860	0.358829	0.072191	0.069727	0.016230	0.020907	0.037757	0.080158	0.006506	0.000000	0.024943	0.119476	1.292910	1.506990
chr15	76544766	76552396	+	ENSMUST00000004294	ENSMUSG00000004187	Kifc2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.049186	0.000000	0.000000	0.059483	0.000000	0.000000	0.000000	0.000000	0.116296	0.000000	0.000000	0.012618	0.000000	0.012117	0.042608	0.012739	0.017647	0.000000	0.013117	0.022361	0.208759	0.303662
chr6	124737018	124746636	-	ENSMUST00000004378	ENSMUSG00000004267	Eno2	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.032540	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.009495	0.000000	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000
chr6	29526624	29537318	+	ENSMUST00000004392	ENSMUSG00000029771	Irf5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.634208	3.865729	0.000000	0.000000	3.750168	2.077246	1.436027	0.000000	0.000000	0.723840	0.000000	0.000000	0.000000	0.000000	2.169199	0.000000	5.933710
chr8	73541227	74079184	-	ENSMUST00000004497	ENSMUSG00000004383	Large1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008964	0.000000	0.000000	0.000000	0.000000	0.000000	0.004297	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053407
chr11	20252205	20282684	-	ENSMUST00000004634	ENSMUSG00000020142	Slc1a4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.713544
chr8	3565384	3594267	+	ENSMUST00000004681	ENSMUSG00000004565	Pnpla6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094859	0.000000	0.000000	1.097755	0.000000	0.123977	0.000000	0.000000	0.000000	0.000000	0.495545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074218	0.000000	0.000000	0.000000	1.786763	0.000000
chr6	4674354	4747207	-	ENSMUST00000004750	ENSMUSG00000004631	Sgce	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.187919	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.095417
